arpt_id,icao_id,arpt_name,rwy_id,lat_decimal,long_decimal,observation_time,wind_speed_kt,flight_category,raw_text
PYN,KPYN,PIEDMONT MUNI,03/21,37.1261375,-90.71352861,,,,
PYP,KPYP,CENTRE-PIEDMONT-CHEROKEE COUNTY RGNL,07/25,34.08991666,-85.61008333,,,,
PYX,KPYX,PERRYTON OCHILTREE COUNTY,17/35,36.41291777,-100.7515764,2023-12-27T22:35:00Z,7.0,MVFR,KPYX 272235Z AUTO 35007KT 10SM OVC028 01/M04 A3006 RMK AO2 T00061036
PZQ,KPZQ,PRESQUE ISLE COUNTY,09/27,45.40708333,-83.81286111,2023-12-27T22:35:00Z,5.0,LIFR,KPZQ 272235Z AUTO 34005KT 1 1/4SM BR OVC002 04/04 A2997 RMK AO2 T00370037
R03,,ALKALI LAKE STATE,18/36,43.08737277,-119.9760733,,,,
R33,,WAKONDA BEACH STATE,16/34,44.38456388,-124.0851194,,,,
R47,,RUHES,09/27,41.10310638,-84.05188861,,,,
R49,,FERRY COUNTY,H2,48.71820583,-118.6564714,,,,
RAC,KRAC,BATTEN INTL,04/22,42.76118027,-87.81390944,2023-12-27T21:53:00Z,10.0,VFR,KRAC 272153Z AUTO 01010KT 10SM CLR 04/M01 A3000 RMK AO2 SLP164 T00391006
RAL,KRAL,RIVERSIDE MUNI,09/27,33.95188888,-117.4451111,2023-12-27T21:53:00Z,0.0,VFR,KRAL 272153Z 00000KT 10SM CLR 19/07 A3011 RMK AO2 SLP186 T01940072
RAP,KRAP,RAPID CITY RGNL,14/32,44.04533333,-103.0573611,2023-12-27T21:52:00Z,11.0,VFR,KRAP 272152Z 34011KT 10SM CLR 03/M07 A3014 RMK AO2 SLP230 T00331067
RAS,KRAS,MUSTANG BEACH,12/30,27.81183333,-97.08875,2023-12-27T22:35:00Z,4.0,VFR,KRAS 272235Z AUTO 12004KT 10SM CLR 18/11 A3002 RMK AO2
RAW,KRAW,WARSAW MUNI,18/36,38.34784722,-93.3453875,2023-12-27T22:35:00Z,8.0,MVFR,KRAW 272235Z AUTO 33008KT 4SM -SN SCT012 BKN026 OVC046 00/00 A2990 RMK AO2
RBD,KRBD,DALLAS EXEC,17/35,32.68130555,-96.86877777,2023-12-27T21:53:00Z,9.0,VFR,KRBD 272153Z 31009KT 10SM CLR 10/M01 A3005 RMK AO2 SLP175 T01001006
RBE,KRBE,ROCK COUNTY,02/20,42.57112577,-99.56952019,,,,
RBG,KRBG,ROSEBURG RGNL,16/34,43.23933527,-123.3558525,2023-12-27T21:53:00Z,5.0,VFR,KRBG 272153Z AUTO 17005KT 10SM SCT050 BKN055 OVC070 15/07 A2982 RMK AO2 RAE24 SLP099 P0001 T01500072 $
RBL,KRBL,RED BLUFF MUNI,15/33,40.15030555,-122.2521944,2023-12-27T22:37:00Z,11.0,IFR,KRBL 272237Z AUTO 15011G20KT 1 1/2SM -RA BR BKN009 OVC014 11/09 A3006 RMK AO2 CIG 005V012 P0007 T01060089
RBO,KRBO,NUECES COUNTY,13/31,27.77813888,-97.69011111,2023-12-27T22:35:00Z,6.0,VFR,KRBO 272235Z AUTO 35006KT 10SM CLR 22/04 A3000 RMK AO2 T02200038
RBW,KRBW,LOWCOUNTRY RGNL,17/35,32.921,-80.64061111,2023-12-27T22:35:00Z,4.0,VFR,KRBW 272235Z AUTO 26004KT 10SM CLR 15/11 A2985 RMK AO2
RBY,PARY,RUBY,03/21,64.72722222,-155.4698889,,,,
RC0,,ROCK CREEK,07/25,46.72714916,-113.6575933,,,,
RCE,KRCE,CLARENCE E PAGE MUNI,17R/35L,35.48808333,-97.82355555,2023-12-27T22:35:00Z,12.0,VFR,KRCE 272235Z AUTO 33012KT 10SM 04/M04 RMK AO2 TSNO
RCK,KRCK,H H COFFIELD RGNL,17/35,30.63137638,-96.9894875,2023-12-27T22:30:00Z,4.0,VFR,LRCK 272230Z 36004KT CAVOK 04/01 Q1027 NOSIG
RCM,KRCM,SKYHAVEN,14/32,38.78417111,-93.80285416,2023-12-27T22:35:00Z,14.0,IFR,KRCM 272235Z AUTO 31014G23KT 10SM BKN009 OVC016 02/00 A2991 RMK AO2
RCP,KRCP,ROOKS COUNTY RGNL,18/36,39.34658333,-99.30463888,,,,
RCR,KRCR,FULTON COUNTY,11/29,41.06554752,-86.18170288,2023-12-27T22:35:00Z,7.0,VFR,KRCR 272235Z AUTO 31007KT 10SM OVC100 06/03 A2990 RMK AO2
RCT,KRCT,NARTRON FLD,17/35,43.90001638,-85.51671722,2023-12-27T22:00:00Z,2.0,VFR,LRCT 272200Z 31002KT 9000 FEW040 M00/M00 Q1028 BLU BLU
RCV,KRCV,ASTRONAUT KENT ROMINGER,03/21,37.7137838,-106.3520185,2023-12-27T22:35:00Z,3.0,VFR,KRCV 272235Z AUTO 11003KT 10SM CLR 00/M11 A3015 RMK AO2 T10031108
RCX,KRCX,RUSK COUNTY,01/19,45.49658563,-91.00018744,2023-12-27T22:35:00Z,4.0,VFR,KRCX 272235Z AUTO 02004KT 10SM OVC040 01/M02 A3009 RMK AO2 P0001 T00051022
RCZ,KRCZ,RICHMOND COUNTY,14/32,34.89130333,-79.75959777,2023-12-27T22:30:00Z,5.0,MVFR,KRCZ 272230Z AUTO 27005KT 10SM BKN024 BKN030 16/14 A2978 RMK AO2 T01630140
RDD,KRDD,REDDING RGNL,12/30,40.50897222,-122.2933889,2023-12-27T22:46:00Z,6.0,IFR,KRDD 272246Z 36006KT 1 1/2SM RA BR BKN016 BKN021 OVC026 11/09 A3005 RMK AO2 P0014 T01060089
RDG,KRDG,READING RGNL/CARL A SPAATZ FLD,18/36,40.37849861,-75.96524722,2023-12-27T21:54:00Z,5.0,IFR,KRDG 272154Z 07005KT 4SM RA BR OVC007 11/09 A2989 RMK AO2 RAB2058 CIG 006V011 SLP129 P0004 T01060089
RDK,KRDK,RED OAK MUNI,13/31,41.01083333,-95.25886111,2023-12-27T22:35:00Z,13.0,MVFR,KRDK 272235Z AUTO 34013G20KT 10SM OVC027 02/00 A3001 RMK AO2
RDM,KRDM,ROBERTS FLD,11/29,44.25406888,-121.1499714,2023-12-27T21:56:00Z,7.0,VFR,KRDM 272156Z 15007KT 10SM -RA BKN050 OVC060 09/01 A2992 RMK AO2 RAB31 SLP138 P0000 T00940006
RDU,KRDU,RALEIGH-DURHAM INTL,14/32,35.87763888,-78.78747222,2023-12-27T21:51:00Z,3.0,LIFR,KRDU 272151Z 28003KT 3/4SM -DZ BR BKN004 OVC020 17/16 A2975 RMK SFC VIS 2 SLP071 P0001 T01720156
RDV,,RED DEVIL,10/28,61.78805555,-157.35025,,,,
RED,KRED,RED LODGE,16/34,45.18483333,-109.2577097,,,,
REG,KREG,LOUISIANA RGNL,17/35,30.17136638,-90.94039305,2023-12-27T22:35:00Z,,VFR,KREG 272235Z AUTO 10SM CLR 16/08 A2995 RMK AO2 T01630083
REI,KREI,REDLANDS MUNI,08/26,34.08525,-117.1463889,,,,
REO,KREO,ROME STATE,03/21,42.57766,-117.88543,2023-12-27T21:52:00Z,0.0,VFR,KREO 272152Z AUTO 00000KT 00/M01 A3008 RMK AO1 SLP207 T00001006
RFD,KRFD,CHICAGO/ROCKFORD INTL,07/25,42.19536111,-89.09722222,2023-12-27T21:54:00Z,8.0,VFR,KRFD 272154Z 05008KT 10SM BKN090 BKN170 04/M01 A2997 RMK AO2 SLP156 T00441011
RFG,KRFG,ROOKE FLD,14/32,28.29581666,-97.32597194,,,,
RFI,KRFI,RUSK COUNTY,12/30,32.14172277,-94.85172805,2023-12-27T22:35:00Z,6.0,VFR,KRFI 272235Z AUTO 29006KT 10SM CLR 12/M01 A3004 RMK AO2 T01241006
RGA,KRGA,CENTRAL KENTUCKY RGNL,18/36,37.63153302,-84.33244041,2023-12-27T22:35:00Z,3.0,VFR,KRGA 272235Z AUTO 01003KT 10SM BKN031 07/04 A2987 RMK AO2
RGK,KRGK,RED WING RGNL,09/27,44.58936111,-92.48497222,2023-12-27T22:35:00Z,0.0,VFR,KRGK 272235Z AUTO 00000KT 10SM CLR 02/M04 A3007 RMK AO2
RHI,KRHI,RHINELANDER/ONEIDA COUNTY,15/33,45.63090055,-89.46662777,2023-12-27T21:53:00Z,3.0,VFR,KRHI 272153Z AUTO 34003KT 10SM CLR 01/M05 A3004 RMK AO2 SLP192 T00111050 $
RHP,KRHP,WESTERN CAROLINA RGNL,08/26,35.19522972,-83.86303861,2023-12-27T22:31:00Z,0.0,VFR,KRHP 272231Z AUTO 00000KT 10SM CLR 09/07 A2985 RMK AO2 T00910074
RHV,KRHV,REID-HILLVIEW OF SANTA CLARA COUNTY,13L/31R,37.33286111,-121.8198056,2023-12-27T22:47:00Z,11.0,VFR,"KRHV 272247Z 14011KT 10SM SCT035 BKN055 17/09 A3005 RMK PAEW TWYS Y, Z UNTIL 1600L"
RIC,KRIC,RICHMOND INTL,16/34,37.50518111,-77.31973861,2023-12-27T21:54:00Z,5.0,IFR,KRIC 272154Z 14005KT 7SM OVC006 16/14 A2976 RMK AO2 SLP081 T01560144
RID,KRID,RICHMOND MUNI,06/24,39.75608333,-84.84269444,,,,
RIF,KRIF,RICHFIELD MUNI,01/19,38.73411111,-112.1015833,,,,
RIL,KRIL,RIFLE GARFIELD COUNTY,08/26,39.52660666,-107.7279869,2023-12-27T21:53:00Z,0.0,VFR,KRIL 272153Z AUTO 00000KT 10SM CLR 03/M12 A3027 RMK AO2 SLP284 T00281117
RIR,KRIR,FLABOB,06/24,33.9887875,-117.4099097,,,,
RIU,KRIU,RANCHO MURIETA,04/22,38.48677777,-121.1027778,,,,
RIV,KRIV,MARCH ARB,14/32,33.88194333,-117.2590169,2023-12-27T21:55:00Z,0.0,VFR,KRIV 272155Z AUTO 00000KT 10SM CLR 20/05 A3011 RMK AO2 SLP193 T01960049
RIW,KRIW,CENTRAL WYOMING RGNL,01/19,43.06425,-108.4598333,2023-12-27T21:53:00Z,3.0,VFR,KRIW 272153Z AUTO 07003KT 10SM CLR M03/M11 A3022 RMK AO2 SLP293 T10331111
RJD,KRJD,GOODEN AIRPARK,12/30,38.97011333,-75.86632444,,,,
RK1,,KAVIK STRIP,08/26,69.67677638,-146.9000458,,,,
RKD,KRKD,KNOX COUNTY RGNL,03/21,44.06014222,-69.09966972,2023-12-27T21:56:00Z,6.0,LIFR,KRKD 272156Z AUTO 03006KT 1/2SM FG OVC002 04/04 A3008 RMK AO2 RAE47 SLP186 P0000 T00440044
RKP,KRKP,ARANSAS COUNTY,18/36,28.08622222,-97.04369444,2023-12-27T21:53:00Z,4.0,VFR,KRKP 272153Z AUTO VRB04KT 9SM CLR 22/04 A2999 RMK AO2 SLP158 T02170039 $
RKR,KRKR,ROBERT S KERR,18/36,35.02163888,-94.62125,2023-12-27T22:35:00Z,5.0,VFR,KRKR 272235Z AUTO 32005KT 10SM OVC046 05/M04 A3004 RMK AO2
RKS,KRKS,SOUTHWEST WYOMING RGNL,09/27,41.59422222,-109.0651944,2023-12-27T21:54:00Z,3.0,VFR,KRKS 272154Z AUTO 36003KT 10SM CLR M03/M08 A3026 RMK AO2 SLP314 T10331078
RKW,KRKW,ROCKWOOD MUNI,04/22,35.92233333,-84.68977777,,,,
RLD,KRLD,RICHLAND,01/19,46.30563944,-119.3041894,2023-12-27T22:35:00Z,3.0,VFR,KRLD 272235Z AUTO 08003KT 10SM -RA OVC075 06/05 A3005 RMK AO2 P0001 T00630047
RME,KRME,GRIFFISS INTL,15/33,43.23379944,-75.40702583,2023-12-27T22:18:00Z,7.0,VFR,KRME 272218Z 11007KT 10SM -RA SCT025 OVC060 08/07 A2994 RMK AO2 RAB12 P0000 T00830072
RMG,KRMG,RICHARD B RUSSELL RGNL - J H TOWERS FLD,01/19,34.35077777,-85.15866666,2023-12-27T22:00:00Z,7.0,VFR,VRMG 272200Z 04007KT 9000 -RA SCT016TCU OVC090 27/25 Q1009 TEMPO 4000 TSRA
RMN,KRMN,STAFFORD RGNL,15/33,38.39811111,-77.45547222,2023-12-27T22:35:00Z,6.0,VFR,KRMN 272235Z AUTO 08006KT 7SM RA SCT005 BKN065 OVC080 12/12 A2976 RMK AO2 P0009 T01230123
RMP,PFMP,RAMPART,11/29,65.5079,-150.1408333,,,,
RMY,KRMY,BROOKS FLD,10/28,42.25119316,-84.9554443,2023-12-27T22:35:00Z,0.0,IFR,KRMY 272235Z AUTO 00000KT 10SM OVC006 05/03 A2989 RMK AO2 T00460033
RNC,KRNC,WARREN COUNTY MEML,05/23,35.69869888,-85.84382027,2023-12-27T22:30:00Z,3.0,VFR,KRNC 272230Z AUTO 24003KT 10SM CLR 10/M01 A2983 RMK A01
RNH,KRNH,NEW RICHMOND RGNL,04/22,45.14777777,-92.53916666,2023-12-27T22:35:00Z,0.0,VFR,KRNH 272235Z AUTO 00000KT 10SM CLR 00/M04 A3009 RMK AO2 T10021037
RNM,KRNM,RAMONA,09/27,33.03916666,-116.91525,2023-12-27T21:53:00Z,0.0,VFR,KRNM 272153Z 00000KT 10SM CLR 19/08 A3011 RMK AO2 SLP192 T01940078
RNO,KRNO,RENO/TAHOE INTL,08/26,39.49911111,-119.7681111,2023-12-27T21:55:00Z,5.0,VFR,KRNO 272155Z 27005KT 10SM FEW120 BKN200 17/M10 A2999 RMK AO2 SLP134 T01671100
RNP,KRNP,OWOSSO COMMUNITY,18/36,42.99297222,-84.1385,2023-12-27T22:35:00Z,5.0,LIFR,KRNP 272235Z AUTO 32005KT 10SM OVC004 06/04 A2990 RMK AO2 T00550043
RNT,KRNT,RENTON MUNI,16/34,47.49313888,-122.21575,2023-12-27T21:53:00Z,9.0,VFR,KRNT 272153Z 13009G18KT 10SM OVC090 13/02 A2976 RMK AO2 SLP083 T01330017
RNV,KRNV,CLEVELAND MUNI,18/36,33.76252777,-90.75794444,,,,
ROA,KROA,ROANOKE/BLACKSBURG RGNL (WOODRUM FLD),16/34,37.32547222,-79.97541666,2023-12-27T21:54:00Z,3.0,VFR,KROA 272154Z VRB03KT 10SM FEW016 BKN032 14/11 A2980 RMK AO2 SLP087 T01440111
ROC,KROC,FREDERICK DOUGLASS/GREATER ROCHESTER INTL,04/22,43.11914361,-77.67186888,2023-12-27T22:00:00Z,11.0,MVFR,MROC 272200Z 24011KT 9999 BKN020 24/21 A2998 NOSIG
ROG,KROG,ROGERS EXEC - CARTER FLD,02/20,36.37241666,-94.10697222,2023-12-27T21:58:00Z,11.0,MVFR,KROG 272158Z 30011KT 10SM OVC021 01/M03 A2996 RMK AO2 SLP152 T00111028
ROR,PTRO,PALAU INTL,09/27,7.36730555,134.54425,,,,
ROS,KROS,RUSH CITY RGNL,16/34,45.69715416,-92.95217555,2023-12-27T22:35:00Z,0.0,VFR,KROS 272235Z AUTO 00000KT 10SM SCT034 00/M03 A3008 RMK AO2 T00001026
ROW,KROW,ROSWELL AIR CENTER,03/21,33.2998775,-104.5294031,2023-12-27T21:51:00Z,5.0,VFR,KROW 272151Z 19005KT 10SM CLR 14/M05 A3008 RMK AO2 SLP170 T01391050
ROX,KROX,ROSEAU MUNI/RUDY BILLBERG FLD,16/34,48.85625,-95.69694444,2023-12-27T22:35:00Z,0.0,LIFR,KROX 272235Z AUTO 00000KT 3/4SM BR OVC003 02/02 A3012 RMK AO2
RPB,KRPB,BELLEVILLE MUNI,18/36,39.81775972,-97.65958638,,,,
RPD,KRPD,RICE LAKE RGNL/CARL'S FLD,01/19,45.42011111,-91.77333333,2023-12-27T22:35:00Z,0.0,VFR,KRPD 272235Z AUTO 00000KT 10SM BKN034 01/M03 A3009 RMK AO2 T00061034
RPH,KRPH,GRAHAM MUNI,03/21,33.11072222,-98.55477777,2023-12-27T22:35:00Z,9.0,VFR,KRPH 272235Z AUTO 33009KT 7SM BKN043 09/M01 A3008 RMK AO2 T00921008
RPJ,KRPJ,ROCHELLE MUNI/KORITZ FLD,07/25,41.89263888,-89.07961111,2023-12-27T22:35:00Z,12.0,VFR,KRPJ 272235Z AUTO 05012KT 10SM CLR 03/M01 A2995 RMK AO2 T00301007 TSNO
RPX,KRPX,ROUNDUP,16/34,46.475,-108.5434167,2023-12-27T21:55:00Z,8.0,VFR,KRPX 272155Z AUTO 16008KT 07/M08 A3004 RMK Roundup 
RQB,KRQB,ROBEN-HOOD,14/32,43.72263888,-85.50405555,2023-12-27T22:35:00Z,8.0,MVFR,KRQB 272235Z AUTO 35008KT 10SM OVC013 04/01 A2994 RMK AO2 T00380006
RQE,KRQE,WINDOW ROCK,03/21,35.65205555,-109.0673889,2023-12-27T21:53:00Z,9.0,VFR,KRQE 272153Z AUTO 34009KT 10SM CLR 09/M18 A3017 RMK AO2 SLP203 T00891183
RQO,KRQO,EL RENO RGNL,17/35,35.47272222,-98.00575,2023-12-27T22:35:00Z,13.0,VFR,KRQO 272235Z AUTO 34013KT OVC042 04/M03 A3009 RMK AO2 PWINO T00421029
RRL,KRRL,MERRILL MUNI,07/25,45.19891666,-89.71286111,2023-12-27T22:35:00Z,5.0,VFR,KRRL 272235Z AUTO 03005KT 10SM SCT036 01/M04 A3004 RMK AO2 T00051044 TSNO
RRQ,KRRQ,ROCK RAPIDS MUNI,16/34,43.45222111,-96.17977694,,,,
RRT,KRRT,WARROAD INTL MEML,04/22,48.94147222,-95.34847222,2023-12-27T22:35:00Z,0.0,IFR,KRRT 272235Z AUTO 00000KT 1SM BR 00/M02 A3013 RMK AO2
RSH,PARS,RUSSIAN MISSION,18/36,61.77489027,-161.3193987,,,,
RSL,KRSL,RUSSELL MUNI,03/21,38.87136358,-98.81160372,2023-12-27T21:53:00Z,10.0,MVFR,KRSL 272153Z AUTO 33010KT 10SM OVC025 00/M04 A3006 RMK AO2 SLP200 T00001044 $
RSN,KRSN,RUSTON RGNL,18/36,32.51322472,-92.58844472,,,,
RST,KRST,ROCHESTER INTL,13/31,43.90827777,-92.50002777,2023-12-27T22:33:00Z,5.0,VFR,KRST 272233Z 36005KT 10SM SCT024 01/M03 A3003 RMK AO2 T00061028
RSV,KRSV,CRAWFORD COUNTY,17/35,39.01602777,-87.64977777,2023-12-27T22:30:00Z,3.0,VFR,LRSV 272230Z 20003KT CAVOK 02/M02 Q1024
RSW,KRSW,SOUTHWEST FLORIDA INTL,06/24,26.53616388,-81.755155,2023-12-27T21:53:00Z,6.0,VFR,KRSW 272153Z COR 29006KT 10SM SCT100 22/15 A2992 RMK AO2 SLP130 T02170150
RTN,KRTN,RATON MUNI/CREWS FLD,07/25,36.74243916,-104.5017264,2023-12-27T21:53:00Z,17.0,VFR,KRTN 272153Z AUTO 04017G26KT 10SM CLR 05/M09 A3008 RMK AO2 PK WND 04027/2143 SLP183 T00501089
RTS,KRTS,RENO/STEAD,08/26,39.66817694,-119.8764396,2023-12-27T22:35:00Z,12.0,VFR,KRTS 272235Z AUTO 25012G26KT 210V290 10SM CLR 15/M16 A3004 RMK AO2
RUE,KRUE,RUSSELLVILLE RGNL,07/25,35.25928305,-93.09262222,2023-12-27T21:53:00Z,11.0,VFR,KRUE 272153Z AUTO 29011KT 10SM OVC046 05/M06 A2997 RMK AO2 SLP148 T00501056
RUG,KRUG,RUGBY MUNI,12/30,48.39036111,-100.0242778,2023-12-27T22:35:00Z,4.0,VFR,KRUG 272235Z AUTO 30004KT 10SM CLR M00/M06 A3015 RMK AO2
RUQ,KRUQ,MID-CAROLINA RGNL,02/20,35.64588333,-80.52029166,2023-12-27T22:30:00Z,0.0,VFR,KRUQ 272230Z AUTO 00000KT 10SM CLR 13/12 A2978 RMK AO2 T01270120
RUT,KRUT,RUTLAND/SOUTHERN VERMONT RGNL,13/31,43.52973027,-72.94962611,2023-12-27T22:47:00Z,5.0,MVFR,KRUT 272247Z AUTO 12005KT 3SM BR FEW027 OVC060 08/08 A3000 RMK AO2 $
RVF,KRVF,RUBY VALLEY FLD,07/25,45.53541666,-112.3022778,2023-12-27T22:35:00Z,8.0,VFR,KRVF 272235Z AUTO 17008KT 10SM CLR M01/M07 A3022 RMK AO2
RVJ,KRVJ,SWINTON SMITH FLD AT REIDSVILLE MUNI,11/29,32.05948722,-82.15357666,2023-12-27T22:35:00Z,0.0,VFR,KRVJ 272235Z AUTO 00000KT 10SM CLR 15/09 A2989 RMK AO2 T01540086
RVL,KRVL,MIFFLIN COUNTY,06/24,40.67738888,-77.62683333,2023-12-27T22:35:00Z,0.0,IFR,KRVL 272235Z AUTO 00000KT 1 1/4SM -RA FEW002 OVC018 09/09 A2989 RMK AO2
RVN,KRVN,HAWKINS COUNTY,07/25,36.45757916,-82.88503416,,,,
RVR,TJRV,JOSE APONTE DE LA TORRE,07/25,18.24511111,-65.64342361,,,,
RVS,KRVS,TULSA RIVERSIDE,01R/19L,36.03958388,-95.98459527,2023-12-27T21:53:00Z,5.0,VFR,KRVS 272153Z 32005KT 10SM CLR 06/M05 A3003 RMK AO2 SLP177 T00611050
RWF,KRWF,REDWOOD FALLS MUNI,05/23,44.54688888,-95.082,2023-12-27T21:53:00Z,3.0,VFR,KRWF 272153Z AUTO 28003KT 10SM BKN043 OVC070 01/M03 A3007 RMK AO2 SLP194 T00061033
RWI,KRWI,ROCKY MOUNT/WILSON RGNL,04/22,35.85625277,-77.89193333,2023-12-27T22:30:00Z,25.0,VFR,URWI 272230Z AUTO 28013G19MPS 9999 // ///023/// 04/01 Q1010
RWL,KRWL,RAWLINS MUNI/HARVEY FLD,04/22,41.80572222,-107.2003333,2023-12-27T21:53:00Z,9.0,VFR,KRWL 272153Z AUTO 24009KT 10SM CLR M03/M11 A3024 RMK AO2 SLP282 T10281111
RWN,KRWN,ARENS FLD,09/27,41.09226305,-86.61287111,,,,
RWV,KRWV,CALDWELL MUNI,15/33,30.51547427,-96.70408577,2023-12-27T22:35:00Z,10.0,VFR,KRWV 272235Z AUTO 34010KT 10SM CLR 15/01 A3004 RMK AO2 T01460011
RXE,KRXE,REXBURG-MADISON COUNTY,17/35,43.83391666,-111.8051111,2023-12-27T21:53:00Z,5.0,MVFR,KRXE 272153Z AUTO 02005KT 10SM OVC018 M03/M08 A3033 RMK AO2 SLP323 T10331078
RYN,KRYN,RYAN FLD,06R/24L,32.14221111,-111.1745792,,,,
RYV,KRYV,WATERTOWN MUNI,05/23,43.16963888,-88.72322222,2023-12-27T22:35:00Z,5.0,VFR,KRYV 272235Z AUTO 03005KT 10SM SCT090 02/M02 A3000 RMK AO2 T00171016
RYW,KRYW,LAGO VISTA TX/RUSTY ALLEN,15/33,30.49858333,-97.96947222,2023-12-27T22:35:00Z,6.0,VFR,KRYW 272235Z AUTO 33006KT 10SM CLR 15/M01 A3003 RMK AO2 T01451006
RYY,KRYY,COBB COUNTY INTL/MCCOLLUM FLD,09/27,34.01316666,-84.59702777,2023-12-27T21:50:00Z,0.0,VFR,KRYY 272150Z 00000KT 10SM CLR 12/06 A2988 RMK AO2 SLP115 T01170056 $
RZL,KRZL,JASPER COUNTY,18/36,40.94782366,-87.18264808,2023-12-27T22:35:00Z,12.0,VFR,KRZL 272235Z AUTO 02012KT 10SM OVC090 04/02 A2993 RMK AO2
RZN,KRZN,BURNETT COUNTY,14/32,45.82346388,-92.37369305,2023-12-27T22:35:00Z,0.0,VFR,KRZN 272235Z AUTO 00000KT 10SM CLR 00/M01 A3009 RMK AO2 T00001013
RZR,KRZR,CLEVELAND RGNL JETPORT,03/21,35.21233638,-84.79919888,2023-12-27T22:35:00Z,4.0,VFR,KRZR 272235Z AUTO 18004KT 10SM BKN070 11/09 A2983 RMK A01
RZT,KRZT,ROSS COUNTY,05/23,39.44041666,-83.02305555,2023-12-27T22:35:00Z,3.0,IFR,KRZT 272235Z AUTO 31003KT 10SM OVC007 06/06 A2986 RMK AO2 PWINO
S00,,OPHEIM,16/34,48.86669166,-106.4172542,,,,
S01,,CONRAD,15/33,48.16827777,-111.9764444,,,,
S03,,ASHLAND MUNI/SUMNER PARKER FLD,12/30,42.19027777,-122.6606389,,,,
S04,,CONDON USFS,13/31,47.53882583,-113.7203683,,,,
S05,,BANDON STATE,16/34,43.08647222,-124.4078611,,,,
S09,,HOT SPRINGS,06/24,47.61243722,-114.6134628,,,,
S10,,LAKE CHELAN,02/20,47.86601027,-119.9427017,,,,
S12,,ALBANY MUNI,16/34,44.63781527,-123.0594489,2023-12-27T22:35:00Z,4.0,VFR,KS12 272235Z AUTO VRB04KT 6SM -RA BR SCT050 BKN060 09/09 A2983 RMK AO2
S16,,COPALIS STATE,14/32,47.14485972,-124.1892514,,,,
S17,,TWIN LAKES,06/24,33.64569138,-81.86705638,,,,
S18,,FORKS,04/22,47.93771833,-124.3959206,,,,
S19,,MC CORMICK COUNTY,18/36,33.90809694,-82.26693,,,,
S20,,GOLDENDALE,07/25,45.83207388,-120.8452747,,,,
S21,,SUNRIVER,18/36,43.8763125,-121.4530514,2023-12-27T22:35:00Z,12.0,MVFR,KS21 272235Z AUTO 20012G17KT 10SM BKN028 OVC033 05/02 A2995 RMK AO2
S23,,IONE MUNI,H1,48.70843888,-117.4131306,,,,
S24,,SANDUSKY COUNTY RGNL,06/24,41.29575,-83.03722222,2023-12-27T22:35:00Z,0.0,LIFR,KS24 272235Z AUTO 00000KT 5SM BR OVC004 08/08 A2985 RMK AO2
S25,,WATFORD CITY MUNI,12/30,47.79299916,-103.2493522,2023-12-27T22:35:00Z,0.0,VFR,KS25 272235Z AUTO 00000KT 10SM CLR 01/M05 A3018 RMK AO2
S27,,KALISPELL CITY,13/31,48.17856944,-114.3037408,,,,
S28,,INTL PEACE GARDEN,11/29,48.99730555,-100.0436944,,,,
S30,,LEBANON STATE,16/34,44.53113888,-122.9297222,,,,
S31,,LOPEZ ISLAND,16/34,48.48391666,-122.9376667,,,,
S32,,COOPERSTOWN MUNI,13/31,47.42277361,-98.10587138,,,,
S33,,MADRAS MUNI,16/34,44.67016333,-121.1551492,2023-12-27T22:35:00Z,6.0,LIFR,KS33 272235Z AUTO 30006KT 5SM BR OVC003 01/00 A2995 RMK AO2
S34,,PLAINS,13/31,47.47355583,-114.9070814,2023-12-27T22:35:00Z,8.0,VFR,KS34 272235Z AUTO 14008KT 10SM SCT075 OVC095 M01/M04 A3016 RMK AO2
S35,,OKANOGAN LEGION,04/22,48.36191805,-119.56756,,,,
S36,,NORMAN GRIER FLD,15/33,47.33709666,-122.1035364,,,,
S37,,SMOKETOWN,10/28,40.04159305,-76.20189583,,,,
S39,,PRINEVILLE,11/29,44.28785444,-120.9054975,2023-12-27T22:35:00Z,10.0,VFR,KS39 272235Z AUTO 10010KT 10SM SCT060 BKN090 BKN110 08/M00 A2993 RMK AO2
S40,,PROSSER,08/26,46.21336111,-119.7955556,,,,
S42,,SPRINGER MUNI,01/19,36.33152222,-104.6178514,,,,
S43,,HARVEY FLD,15R/33L,47.90486802,-122.1027436,,,,
S45,,SILETZ BAY STATE,17/35,44.87677777,-124.0285556,,,,
S48,,COUNTRY SQUIRE AIRPARK,07/25,45.35444444,-122.2680556,,,,
S49,,MILLER MEML AIRPARK,10/28,43.96377166,-117.2593425,,,,
S50,,AUBURN MUNI,16/34,47.327625,-122.226655,,,,
S51,,ANDY MC BETH,11/29,41.51202777,-123.9956667,,,,
S52,,METHOW VALLEY STATE,13/31,48.42494833,-120.1458856,2023-12-27T22:35:00Z,0.0,MVFR,KS52 272235Z AUTO 00000KT 4SM -SN BR SCT035 BKN050 OVC110 01/00 A3005 RMK AO2 T00051001
S59,,LIBBY,15/33,48.28383333,-115.4902222,,,,
S64,,STANFORD/BIGGERSTAFF FLD,07/25,47.14686305,-110.2300456,,,,
S66,,HOMEDALE MUNI,13/31,43.61463888,-116.9213611,,,,
S68,,OROFINO MUNI,08/26,46.49202111,-116.2753994,,,,
S69,,LINCOLN,04/22,46.9547025,-112.6502169,,,,
